summonerId,summonerName,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak,queue,date
nLtBReRroZsp-O82JWuJKAdsORwS_hY9GNg8LkjtTcBwDw,Senhor Vento,324,I,53,48,False,False,True,False,grandmaster,14/03/2021
2kh5IfkcRFFbPExgoooGMQ09cjTzNciuQ7P9qYL1J3WTOv0,ff 15,354,I,98,61,False,False,True,True,grandmaster,14/03/2021
iEAVNf1mGiP0SUxsBfVm2Geos44ryKgj8h0AUxBKsEOG,Zenite,391,I,86,67,False,False,True,True,grandmaster,14/03/2021
3qRraQ3af7PY29E2sZcTsNaIeYf5_PjnkVmiGMORldv4ICs,NÀSHE NÁSHE,382,I,248,240,False,False,True,False,grandmaster,14/03/2021
IY7JmEvYdIzkSOVJFfQqvK9-AF_VoyRIlilesCZL92V6Zg,Brunaldo,355,I,108,101,False,False,False,False,grandmaster,14/03/2021
e8QCKASH704qLcYBcHqpM_jd49qvdh9g-g-7Io-wNwv8SuQ,ySkyTech,570,I,114,97,False,False,False,False,grandmaster,14/03/2021
04Wp1V40v4CGt4iC0mk8PLHmqA2YZmNAJGkByF5EwpQkOg,wild Unicorn,497,I,63,45,False,False,False,False,grandmaster,14/03/2021
zuZt-al5mEsHB0D66nZGlF8qT1JUKSkCKLIQWDUZ0q1CYQ,Midphobia,393,I,49,36,False,False,True,True,grandmaster,14/03/2021
zWfTEQuldVo2Ol3peYKT1e_U30dI5GL-Cubs5lHAfLVDOg,berg,376,I,125,102,False,False,True,True,grandmaster,14/03/2021
BiuQCWKg2Wj-Mrveg5Y35IJLm1ffVqjHP8gWsmQAAeXLFA,Give Love U,331,I,163,147,False,False,True,False,grandmaster,14/03/2021
-A2SIDC7zT_Sxl0Mi6TA_RnXTCFeJCRdlCLZ1B2jfEWhw2c,Däeneryszz,527,I,96,81,False,False,False,False,grandmaster,14/03/2021
eIOZGv5-mg73osMzfC1nco_evEoVCnVyE7J2gv1gr03H,Goddess Banana,361,I,128,106,False,False,True,True,grandmaster,14/03/2021
VoOrrmvNgAgQrjMx6R-UMRgvVGzBQ9k2HD2fWBMh7sDFzw,Cabun,336,I,141,111,False,False,False,False,grandmaster,14/03/2021
D2xJWxeYs_hBW0C8-ADqbaGW-EVuipdwm8zAS5BPD2SRPA,Públio,377,I,188,173,False,False,True,True,grandmaster,14/03/2021
A19l6q05HO4OE38HOHE6YWFgUNtlgliKm__ceV7mR9xrDQY,GLX Drake,654,I,206,185,False,False,True,True,grandmaster,14/03/2021
PCY0A4yLvupZX2xr7b-yAgvVrG9cpoNWjD76-iOqv0KKiw,Mamba Mentality1,503,I,165,122,False,False,True,False,grandmaster,14/03/2021
xTZUjzoFD9cjEs9xueR3tVPuMr_Xv8ZWZhb0tVOB2hn29D8,bolo dê coco,448,I,137,113,False,False,True,False,grandmaster,14/03/2021
AdJsTMcvO_5KHaMepzF_0ePeqR5ZhByGaSwaI2qngyexbQ,Mito Supremo,405,I,54,44,False,False,True,False,grandmaster,14/03/2021
qpUUIjxa6pISDsMW5_roQMCKQEfEQCcsYk-d94IMBUq2cA,Yukyz,338,I,61,43,False,False,True,True,grandmaster,14/03/2021
XiVFv1NqMcy4WewQJZG-Tf35UeGx_ovyCz9rGGnmeSH6rA,DinoSaulo,256,I,229,218,False,False,True,False,grandmaster,14/03/2021
8gSyLzVdep7QDxUHhUy46WpNWQ_Y6S8cxkDXjpKAJ-9N0w,NACH0,334,I,159,153,False,False,False,True,grandmaster,14/03/2021
MvCzYh-pePx_C_MW5o1RiJm1EYZsL4X-l50PvqxL7PANuGA,MonoPykeManiaco,307,I,130,115,False,False,True,False,grandmaster,14/03/2021
C4FjMf73vCSIO6MLPLfCK3ee7ZmnwlsBwPVJqUwKKveGq9M,Li Qiye1,434,I,220,221,True,False,False,False,grandmaster,14/03/2021
BamS1J4NScpIW9ywDtxWO3ADKOgPhR8qygTGVIqqCbFZaA,John Paul Jorge,413,I,73,60,False,False,True,False,grandmaster,14/03/2021
ucLxYYOau9DNLU9DN6bnSmoLUcH6Q-p7VSydDiTPb9aC,xs9,548,I,43,27,False,False,False,False,grandmaster,14/03/2021
ElOk2dc-zfVeob1P-cJXz4R7MtzDk9tFADU8W3vDEtyKbw,7HEPK,419,I,59,57,False,False,False,False,grandmaster,14/03/2021
L6tRf-xT_MtLih5Y4EsbwrnnVDQ2rW6IlJpeq_6WrU2kUws,jiy,269,I,127,112,True,False,False,False,grandmaster,14/03/2021
14ltBfPCPYtHT0cRdcAB0FPTDklrS5OmVQRuxbwaitXCYw4,Biólogo Malvado,506,I,163,145,False,False,False,True,grandmaster,14/03/2021
Z1ucxOlm18fDLqvUxJHyHhGbfnwF0ny4nHjrwDjMcCmpX6k,wueur,369,I,326,313,False,False,False,False,grandmaster,14/03/2021
EqFnorTschnwpZfZCWjhESuHZ4fgNlDvkr2Ql11Yonsv_mU,Caiuboarom,337,I,44,34,False,False,True,False,grandmaster,14/03/2021
BrZcytCHcyemDlnMa73B3my7Wv6bC_cCo6M5jekGa2D7S19rsT2AE6LNOw,dpm fora da lei,456,I,170,109,False,False,True,False,grandmaster,14/03/2021
IwhZml5OfOAfI4mb9H3cAsZM_YtlbFoAUsyn1Sd61rSzFA,FNT Soweto,535,I,176,162,True,False,False,False,grandmaster,14/03/2021
ZDjY4_Gu3EIHVZEliN1yruej0HwHKmo2XZF4QXuvqA43ijc,galaxyzinn,405,I,257,232,False,False,True,False,grandmaster,14/03/2021
kR8JvBnHOO-p_IqLv5SiFCpJ0LGsLaj6MThbQ6ls9ha4gg,zed99999,567,I,94,83,False,False,False,False,grandmaster,14/03/2021
Lnj0F8tf23NHHyp-DGtjnmFZWuYIqMIKP336GJSmZjofNw,doomed acc,373,I,78,60,False,False,False,False,grandmaster,14/03/2021
tcKKy71v2PvYta6U35oZf4Nc9TOGtsEEYY9BlhWdFo0QFw,snook1e,321,I,100,90,False,False,True,False,grandmaster,14/03/2021
G1a3dQWyd_UgJHnyoTJL5aJmoEgV6GNXTidesr2-45PgG-4,Portuga,390,I,197,180,False,False,False,False,grandmaster,14/03/2021
NnJewStiNXSZDJ3luq6rtWYc4pv6zBC7pgWtVCNQEynVdQ,twitchtv sonyxw,340,I,76,53,False,False,True,False,grandmaster,14/03/2021
iuCn8Q8SHTpWsd5gz6b-Xk5n9RgEI-ILqcDgi-ZfyeOt4IM,DANCEONTHESTARSZ,370,I,94,78,False,False,False,False,grandmaster,14/03/2021
p7auwRrpQLJtEvnhzya5x2Chne57-fl4iuhQKJ6TOpwG,danmf,417,I,77,64,False,False,True,False,grandmaster,14/03/2021
yaNhQjITdsi3mon2lcLOxFXw-kb7cjzKijLn5CwrhHDCcuI,Caitano FA3,494,I,78,38,False,False,True,False,grandmaster,14/03/2021
ZT8PNIJ09MRNoZIJJL0NedaPYEG1hujTmFUOzsQLNsOH_w,Nyu,653,I,374,360,False,False,True,True,grandmaster,14/03/2021
yRScMng_FRmBQdWWTKzcTKB0cy7Srr0M6d17hzva9fA071w,Liritus,516,I,89,80,False,False,False,False,grandmaster,14/03/2021
d-pqlHqgMc8ezovVstwzhP4eastUklQ2jFV7aOZovTJ1DtU,T1 Kêria,414,I,74,63,False,False,False,False,grandmaster,14/03/2021
hpqUjgheTJPGqwuu4l3KbDzVqTZafQDENy_BHNRp07RLyA,Kovaljski,333,I,73,55,False,False,True,True,grandmaster,14/03/2021
ST_qQ7hETtKapj3bjdsEBx-zI1Xob0r9Dv9o_wF3VyBD448,ZotalenV2,571,I,207,183,True,False,False,False,grandmaster,14/03/2021
Ljzz-HyHQr-d3KUuPOKnA5r771R_A8pIO3LG7e_lZFU58Q,Tinvitor,515,I,60,32,False,False,False,False,grandmaster,14/03/2021
Uw38OzXEBrPNaNKLFBElaeghaUjWCl-vEuUF5EOJ1u2QWQ4,Strënsh,413,I,50,42,False,False,False,False,grandmaster,14/03/2021
z6pRHmj_wINsh6y9e0Bk_jhtqqmcZvWXGs403kRTTDzA2A,iqowdjqwdoiqwd,404,I,215,179,False,False,True,False,grandmaster,14/03/2021
q2MvoJUxB327m-ldV9OCbiiI1dktHe_b1yQ0PwJcCpzf150,Letznow,541,I,156,128,False,False,False,False,grandmaster,14/03/2021
UoX5xK08ditDgGOv6wDlPxMWiIHw3Lg2-WXQyMTDDYRL0A,1998AD,647,I,270,251,False,False,True,False,grandmaster,14/03/2021
ygQfTA87bp5wrhk5epMUdh3g9sGSOARxOJbJvuv8kvx0q7E,Derek tsc,420,I,197,181,False,False,True,False,grandmaster,14/03/2021
RhTQtaP_vgHj_i6u4YZP9vmNjjf9VdGEa_oyDbJKCEHyQxfmmO8nLtSZTg,Eu Sou a Aurora ,414,I,330,321,True,False,False,False,grandmaster,14/03/2021
Dwj3oDnfJSt3iURXRxHkJcVOMlKz2Jvs_NfAc2_Gx5-k,The HalloweeN,581,I,68,52,False,False,False,False,grandmaster,14/03/2021
Gj5bWDg-xBbB9Zu0Dijc63L8bfJ_zQn5Jmp4oPH465mOT14,zay,355,I,58,52,False,False,False,False,grandmaster,14/03/2021
IlPngyvzAHyo5Z9Rgp9HI3Jhaic8ZbSDCVkyZP6G5yMhgQ,MAD Carzzy,536,I,150,133,True,False,False,False,grandmaster,14/03/2021
gNjyI_8HMjbtT_ectut9kshZvHQgvELWJU_fCmx06UbT,o Gru,427,I,70,61,False,False,False,False,grandmaster,14/03/2021
u0ZLNcp9GkJPbc7Eq4BJvpqrmv4rawKcRgl_TJpq1_1G9odBKGhYTMc5Pg,HoIy Wars,342,I,68,41,False,False,True,True,grandmaster,14/03/2021
7EKI7QrYHuYW-o_CK66x8cEnAsL-c8MG4XB85Cwy3Uf_W40DPz-ZihkK7w,Vivaldi Spring,571,I,65,49,False,False,False,False,grandmaster,14/03/2021
d3rvMCpO95wYTIo1BKlUVrecq9siv6dVe7d8L6eVEX_ekg,FRNC Theseus,429,I,164,156,False,False,True,False,grandmaster,14/03/2021
pZPCpfb02xGQdTkP4FGgUrfEsD15FsTI3Mj7_vo__gyt,Dantrk1,385,I,108,98,False,False,False,False,grandmaster,14/03/2021
X2DaXC5DuIKPbdpds7VaaYT0Gh1OgFqRJ-p3WOg-ZrqepA,Mestre Cansado,323,I,283,276,False,False,True,False,grandmaster,14/03/2021
vx5BE_QieNoJtv1r7mc3zUpaQJhARuF_Xz7bbYQgByTYCA,TheCortez,411,I,80,58,False,False,False,False,grandmaster,14/03/2021
-KWhKQYh0TFOyfysqF1yUJraa-DT8dy5v8oXfypd4RIBcb-EoqQwBrxpiA,dyNNNNNNNNNNNNNN,501,I,66,59,False,False,False,False,grandmaster,14/03/2021
oN4QmMivMfd0EhYKchw1J-IQZ-E7c5LBk4xAseH8eo7y1oU,Congratzs,362,I,85,75,False,False,False,False,grandmaster,14/03/2021
RI3QNzdO7pPeuodTcBFzWzQF_bp1luydg1Tnc9fhMN3O0Yw,O THRESHÃO,479,I,236,221,False,False,False,False,grandmaster,14/03/2021
9H4dscGZgMcWhBUB9XQVUIVuzvPOhwPCb0ecPlKuuBtj2g,twitch gubri,525,I,118,92,False,False,False,False,grandmaster,14/03/2021
WGzKTp8tZieCTBOXTmFFQgSaWZEBBsccIN6bOJReriIgiw,NYX Lion,317,I,81,73,False,False,False,False,grandmaster,14/03/2021
pEsbprahbZR2tRlqXCjhiG_XGsuSnpISa5wCiSkgk2xdWQ,The DarkDivinity,346,I,51,39,False,False,False,False,grandmaster,14/03/2021
lYaJN_WzPwgZi2KBGttR_Ow80yEIyceIRnspPFlzu7f8BoiW1NLhFLyiQA,Mec99,271,I,98,70,False,False,True,False,grandmaster,14/03/2021
xkKsczUVXoraZlTnwnTjZpxJ8bAPfS_BrU7Q84XlWpMuHQ,RGW Renanzinhooo,618,I,134,120,False,False,True,False,grandmaster,14/03/2021
JcsKTq_b6h9VIQOTaQUQ5arQXFL78Gu1vxS6xwdoGEaOC3s,My Dream CBLOL,622,I,182,154,False,False,False,False,grandmaster,14/03/2021
UCB8vsJ0CXkL1pCBIhB-qVBDzPmkJtgcr9b_2rBNv0V8NCvowJ_jka51wg,go step by step,611,I,73,66,False,False,False,False,grandmaster,14/03/2021
e3LRNtcy_v9kATyxbIQXAnifAZ3zPxyXgzh-STSsRHCZSg,TwTV TwoSundey ,379,I,50,38,False,False,False,False,grandmaster,14/03/2021
d28bg8zC7vwLZJxMVlNeTs2ptgFVS8HKKCZ3RwF-YOVfWjA,Lynxmon,498,I,116,90,False,False,False,False,grandmaster,14/03/2021
aVgwc9zuwHuTS72_GOWYkTOLJEUFkV_0kxNummtVNqp0Fb8,Triste e Gostoso,465,I,249,224,True,False,False,False,grandmaster,14/03/2021
yWgBT1nZkHLd7xFR96HQStnlyiOd2RLbzAz11xjGrvjo_w,É O BIGPIG KRL,325,I,93,93,False,False,True,False,grandmaster,14/03/2021
0F4Lw06j8oqatv4u3GFCAAhgek6B-dVZK-bwI5YA4KgUiQ,Nallari,368,I,170,151,False,False,False,False,grandmaster,14/03/2021
XtNVw-fuehUfTIfDewjcjgE5x9zYRCiRmbMpiAupJqHw,Drytea,414,I,151,142,False,False,False,False,grandmaster,14/03/2021
bwNUF15q020Nk0JGA-Rt55M8cKgtsxVW5sLzEOeWMXQ5_aQ,Lúcyfer,485,I,205,182,True,False,False,False,grandmaster,14/03/2021
V75Dv6-l14hGInUxJILhfJ_0goaUBkxqO2ke2zgLPETwxg,Frepz,592,I,315,292,True,False,False,False,grandmaster,14/03/2021
WDLfRZ_E6r5gMWXZAONZg7JgQra_ZD5r8cbgiDhc0S50jQ,9September,378,I,72,72,False,False,False,False,grandmaster,14/03/2021
qyvjgClEWRH65fC09CKhkHFv_w1oJcYANu6tWF0AHzohpA,arlon547,348,I,101,93,True,False,False,False,grandmaster,14/03/2021
I0JCZrdyqthXv3Tswd71IkuHJQfk5Gvi9LlR0xvtU7gcEmk,2v2 pls,415,I,67,63,False,False,False,False,grandmaster,14/03/2021
q7AnbosZJrWCnbE-4MLAxF_TIdTiOO99NZTKAWeP6f7fLqg,Sojourn,511,I,108,88,False,False,False,False,grandmaster,14/03/2021
D2dAVh0GdDJ8YXsIKTcFSXX2bTIuIwG6TM30nGSFPk2o,GETTER EMPEROR,435,I,67,50,False,False,False,False,grandmaster,14/03/2021
2uyRGUJCT6pzqdJ3vCnf8ecU82RAanig8gQB2J9se3k7Vw,cblolbr,325,I,83,52,False,False,True,False,grandmaster,14/03/2021
_2flpxlp9AdPSsuyeZ9KmR38eDIegahHntlgk-XR-OKCVH0,Rapel,570,I,118,86,False,False,False,True,grandmaster,14/03/2021
3e2D9QCeQ1AmfY_UF0Xln6k_-LVPjM54LqcdLsiwmyV86ws,Lose to learn,410,I,49,46,False,False,True,False,grandmaster,14/03/2021
-_Qnwg3Jo63S8Me_U7e36mQg4TqXwSuQgpTnn_kQcb-R,ThreshDeBike,407,I,204,166,True,False,False,False,grandmaster,14/03/2021
7JKnciz_u_tM7ySlRrVDpcfpZsIONvmXuHO331dsqbvzQg,Losers Team,348,I,142,138,False,False,False,False,grandmaster,14/03/2021
dl8lj_Xc3br9bIP6IqyhiJ6IE7i5gxSWBrkzjt7sE41NJA,cilindro,414,I,69,50,False,False,True,True,grandmaster,14/03/2021
sG2vpJpv18OraTzESwoHhG9N5OcL-3CEgGvB0nz3LBZdRJk,pokertrucohanabi,524,I,46,26,False,False,True,True,grandmaster,14/03/2021
VKIE2kxfXg6RBYwC4J-aYE5Y3ljmiwpm8huHL3sr5Rkfnoc,Hyge,471,I,69,47,False,False,False,False,grandmaster,14/03/2021
FndqjUUq7UNy8oiMludVAGGP1JhCZ8kD2uYJmt9jC15K,Marfz,421,I,94,65,False,False,False,False,grandmaster,14/03/2021
ZJ8P84SgbvmKMSULfAxV-BdHY2yuLPh_PMlAybm7miYb,Picknn2,540,I,176,163,False,False,True,False,grandmaster,14/03/2021
mrkmYmWKS01cfvXq-264hlNuNIBk_1OTEO65q4V9zil1iPQ,FaabiiN II,573,I,67,59,False,False,False,False,grandmaster,14/03/2021
Thp_HhxCqTMINg2Jhin2fJR9K9yZSbPb0fNlo-qbhBORpg,Pirocopterinho,338,I,214,200,False,False,True,True,grandmaster,14/03/2021
Lmsgm3_bhu20-vcnNH19dxEQsuz2sPhKQ9Ypn6OpIIi46w,DizinxD,350,I,67,50,False,False,False,False,grandmaster,14/03/2021
HRYAnvaUBFl5DLQB4JxlAYvzFsdJxl85FVaaXxLz5peFvA,Lightness1,396,I,66,53,False,False,False,False,grandmaster,14/03/2021
92YvvZEry1Ct46Umrwbs3h2XUj5-RrChYZaCoFkOMyzeJw,GLX Ryuujin,410,I,180,158,False,False,True,False,grandmaster,14/03/2021
f8q8ErRsWzIOHs_9GYudhQoekVPielK9r-o4XTNSJFCP,Rodin a Anta,335,I,169,140,False,False,False,False,grandmaster,14/03/2021
mov19h4rUIBH8YbmY9gJiwDwuwHECkmRfNXGcPkXR8vh09I,Skyer111,390,I,105,85,False,False,False,False,grandmaster,14/03/2021
sOPXUFovTAUZLmrE7XcpClQO68RHuVmlZwedTKlWbm9h7ck,camilonicolau,421,I,141,122,False,False,False,False,grandmaster,14/03/2021
XpWB1hsqVQdympYF_-uHvv7sWvd0J0EQtjvoAxpQicZjNQ,allez les bleus,281,I,107,93,False,False,False,False,grandmaster,14/03/2021
a6ZlAu53YreoJbdXu3dM4rmeuKPm5F2K6PynxItTkCa7LA,edenzin,427,I,121,107,True,False,False,False,grandmaster,14/03/2021
2YBcRi2QP2NfOnV9sPDfnOn8uvnEmpfLuU6A27gU1gp0,Espingardeiro,343,I,262,260,False,False,False,False,grandmaster,14/03/2021
d2shAgCqpmk5byjikAZXkZFuoSWxZWYnD8zRtR17FagPxnk,Toxic Yi,351,I,101,85,False,False,False,False,grandmaster,14/03/2021
_PKR5rmRZe6sWr52kzX4Yy9jkS5uK29b6e4ceoDQtEovFDQ,FA Senshi,569,I,80,48,False,False,False,False,grandmaster,14/03/2021
o3reCAmkR8I3Q8_HeCOM7NMG--85hHbAlMykow1NsJOKdso,Xncdwebkaql,391,I,156,135,False,False,True,False,grandmaster,14/03/2021
sP-a-E--0pczl5Wr7t_wHE5-VfbZs_TKDhfOSF2f79tNQw,Caitano FA,619,I,154,129,False,False,True,False,grandmaster,14/03/2021
Q8DW20S6LlTNZVjJ39Ni7goON3K6mIRtsPznEV1c_kpijKM,Ryu Min seok,566,I,124,106,False,False,True,False,grandmaster,14/03/2021
0l3mzEK9knGzAOzY5-uoWODPdsutQXOqdcIGAakMlHZo4W4,falconsinho02,436,I,152,143,False,False,False,False,grandmaster,14/03/2021
mohJi1fZ0a72Tm7lss0oeCGIjnC58QzeBu7jcowGSg8b0KQ,no ban kat plss,450,I,253,239,True,False,False,False,grandmaster,14/03/2021
1i3AG3pNgellwGoULczCSLaCqkZMH9Cd_3NItA127OOY,Triat,404,I,74,64,False,False,True,False,grandmaster,14/03/2021
JxxIkBTc120A3iDTt1YtrSSpll3VXdVZCb64Tw_ayYoOxg,Daemon V,430,I,138,121,True,False,False,False,grandmaster,14/03/2021
2TcEBS-A4KM_HBh99dQNW9u7uF-8yKnUjBTncqBnGcg6PQ,Brunkss,327,I,55,45,False,False,True,False,grandmaster,14/03/2021
FVPnqmJofp-S5_5rRT4l_W8zCn9kgpj0krRQ9Pl7ZRXxXC4,RENANZlNHOOO,469,I,56,46,False,False,False,False,grandmaster,14/03/2021
rE6FWwh0NOhkLLiY0ISLNYMWch7AtSlpFn9uRzdwS8qpQqQ,SWN Reis,418,I,130,109,False,False,True,False,grandmaster,14/03/2021
IsBnCtr0AVf4JmipGtWPdCDTqm3RxLEIKlqKQFAPZgUl4FY,endeavor,414,I,58,39,False,False,False,False,grandmaster,14/03/2021
BsJAekmjxKoTtYxsr49iKmCvW6Gj94e00Ce-oaKk6OHc,Shoiti,513,I,199,179,False,False,True,False,grandmaster,14/03/2021
9WI_6I94qoyLSSFVtRV4Ublbj2eSxWQZxcfpsLufOri-Yok,vicenzo yeager,511,I,127,119,False,False,False,True,grandmaster,14/03/2021
3xgLQN22Rfn_SQTWNOLVTlwGlDlj023iqy5z4_xffJ30Tp8,puentinho,545,I,87,72,True,False,False,False,grandmaster,14/03/2021
np_7i7shSZOhxL1uUpMy3oTADxMj6jXh2S-qeaRXY7J5Rq4,habitsofmyheart,519,I,141,126,True,False,False,False,grandmaster,14/03/2021
ntHZOKqdAukUkfdFNGhP6l1Z7SssF0yeBGs7XH09bEgGGwE,Nunu novo,333,I,75,62,False,False,True,False,grandmaster,14/03/2021
Tw0a-Syw1hXF_qAF-7heTPrNW3iKilGOAWqaMNtQcEcO8w,something stupid,385,I,169,154,False,False,True,True,grandmaster,14/03/2021
sldExtI58GSbapGngKQnOhrZyAX_jGULuDkJlPEkgZGjEA,happening again,399,I,63,47,False,False,True,True,grandmaster,14/03/2021
8_fY8Dtm8pziiMQ3XPNasn0ZnjJIzN0ON1F_95snoadLxuk,rrrrrrrrraaaank1,527,I,133,129,False,False,False,False,grandmaster,14/03/2021
MFiGb8WyTQqOFjaYc1DTZeeccFDcKMBSbdmiuQZr6b8qxA,Crjay,584,I,210,199,False,False,False,False,grandmaster,14/03/2021
cIuuTzoSUNJiDgBKLDHCkJrnY2HBTvF58lQ5lICu_w-8,takeshi,492,I,107,88,True,False,False,False,grandmaster,14/03/2021
tjUMCNZ9NN0fcaWP-4MDEFgBwWOB30o5Nf2FxqUZA0l7ygk-zpoO9AHK_Q,Iost within,366,I,35,35,False,False,False,False,grandmaster,14/03/2021
HibMn1Kj8vfI3cQ1qj9vs2LTDRKxDf0oBKWqOaksvgOI,killavock,494,I,115,97,False,False,False,False,grandmaster,14/03/2021
S3jeu25uiWF855ub1rEqTTfOeema7iKw5SYWFTCaKSS0Bg,Tw SouGagagolol,524,I,65,42,False,False,False,False,grandmaster,14/03/2021
Vjy0SeAnzCL-3Qb0eKDqGgccf8VRs7-i8CGTtkgIYFW2Cjg,PhD em Gadologia,356,I,57,41,False,False,False,False,grandmaster,14/03/2021
AYYFLjy_jDsEe-9uYow3MwnHpYCkq4Zj3riFm87_OT4TlCA,ninfeta gostosa,495,I,75,63,False,False,False,False,grandmaster,14/03/2021
cRB-9wpUBUH1xlUjZfV0JJHpm7xDWzUhiT9z8uB0mJxRhEY,refIections,377,I,56,42,False,False,True,False,grandmaster,14/03/2021
2bdgbcFgOmFEcwALxho5dJ793GSOFgbgOLGF-AXy0dqWAg,strong side only,393,I,129,125,False,False,False,False,grandmaster,14/03/2021
n0ROnzHxlMrY8uoig8A5-7YeZRB4D3Sls6BTzgSd2uNQSw,GabrielSilva27,530,I,262,239,True,False,True,False,grandmaster,14/03/2021
RwJk0WHXHYrdMuajeyyHqgcoP3pJSA1jojJOfByiBwGDYKU,Miliacua,338,I,132,118,False,False,True,False,grandmaster,14/03/2021
n59YqSm9Y_uM0lt5SciJhtIWA19_FIxHZqlp1oTtesxN,kty,378,I,77,60,False,False,False,False,grandmaster,14/03/2021
7DqjnStqJHu63qUzXD_teHPXljLWW8OLVBC-ZHZahEAfBQ,Tradição,359,I,111,93,True,False,False,False,grandmaster,14/03/2021
TAQH1bNXmmjea_hzMstW7EqzIwNlug2DywQNifLE8EMzzGQ,SADSHOW,470,I,322,298,False,False,True,False,grandmaster,14/03/2021
RPHQFECNOWbPp5GkOfZF0a3vXCkRuxIViHCD2rWu-G8KZw4,Badkiller76,292,I,246,232,False,False,True,False,grandmaster,14/03/2021
nQKlit_wTsvgHd1l2bvb-GNzBLSSLsajQPwDAsChvSTU,Disturbed,392,I,196,193,True,False,False,False,grandmaster,14/03/2021
dG43gn1KuszqdDjXHReL1a8e6T4xrYcMj_qinaLiVf5ZpRE,its the ZECAS,439,I,141,123,True,False,False,False,grandmaster,14/03/2021
WShdgbWIOY3uSB9AJf-li83QKin_jHL_Lt8zp8ydktntTMA,Huejake,332,I,128,130,False,False,True,False,grandmaster,14/03/2021
nxs3boMNnpk_kefc4qB4vTQu3C7wJU3uGndE8M5H-Jkh,RAINING IN PARIS,547,I,80,64,False,False,False,False,grandmaster,14/03/2021
NqyTWk4rSjarGjYlU26RWS5aIVTcJU0qpGLjYXCYsmm4Vw,Procurando Nami,468,I,344,336,True,False,False,True,grandmaster,14/03/2021
UkyCm0uaD95gb0PpFvs99VCM4Q26B89MPO_J50JZuokNDA, ECNARB ECNARB,689,I,213,191,True,False,False,False,grandmaster,14/03/2021
DEMxDFgoXSBp2VouAnkgFCjeTTZUYjQwn-VRyS1mdfYSj7o,Halloween1,328,I,233,218,False,False,True,False,grandmaster,14/03/2021
mEfsNP6oWqdnaJTARmMYkT0SeF-hwOspyP6tVKTtPZuG,treevor,512,I,192,174,True,False,False,False,grandmaster,14/03/2021
-jYppMa8XHhSCgWct5kaiEE-q5KMtccsbrsv2iC7F8VmJ1E,Hills,350,I,137,131,False,False,True,False,grandmaster,14/03/2021
kfvKT1EmRd3Gie4LRv8RIWpQfsyvOLFuxzKMrOayCfsC,yeb,422,I,37,27,False,False,False,False,grandmaster,14/03/2021
_pUEtD4P-AbbP5M9j9v30fonIo5S5htvD-GQl_l3r3XZUg,Molho Neles,526,I,130,118,False,False,False,False,grandmaster,14/03/2021
D9o6Bh0zWIJ0Zu7b56VvJmFJqQi76w8AafPPdYZa0Z29aQ,Savz KING,400,I,91,72,False,False,False,False,grandmaster,14/03/2021
ANWvwO9w95GW_X1G72rYsjp9zFQrZ9eJNVepZHdaF-dhXpk,SasukeJPP,332,I,144,106,False,False,False,True,grandmaster,14/03/2021
xbFokYRzIaa77Qrm-QVQ2xKj14i-Gya2t5D2IWchzUjv,NYX RiverKing,330,I,238,229,False,False,True,False,grandmaster,14/03/2021
Qk4pi5AFh7Y29MTj516kPlVUbvhrTiE70cC-VSg0YF_hqlQ,LAS Olkaida,488,I,76,66,False,False,False,False,grandmaster,14/03/2021
CNJaTX6NjeuP-RGCKfKH5X3t_g7iLGmnrX-p1LOOh_g-,MeGUsTa Pønei,389,I,223,210,True,False,False,False,grandmaster,14/03/2021
1muDDjyvmyQcS7JAVfKfRx1rZs4Kp3kX9fkI8iE3MfJnHQ,Nevard,407,I,90,82,False,False,False,False,grandmaster,14/03/2021
wCoqikHe8_l9WwmtMaok6Y4cOYQllRuL82Wil-mr1Os-,yyyvv,437,I,129,122,True,False,False,False,grandmaster,14/03/2021
T9GlgUoQ4_2J9wydU5KMBdRwAF3l9zeC3igDXUJmfSdOGA,Quindinho,615,I,266,237,False,False,True,False,grandmaster,14/03/2021
fuWfX3YbYfHEAf6eWErriWDFvp80F87Wnf1ciwY47WYY5zXwyQmajg70bQ,wow freestyle,625,I,102,82,False,False,False,False,grandmaster,14/03/2021
3Q84H7e6Ric3htWrwaXLF0JqKw3kSoRYnMGaMe-LjKh5g70,nchbw,549,I,256,221,True,False,False,False,grandmaster,14/03/2021
FVakPHN8R6wMzkzPLUjY3Tofr79Ofasjc_0OYFvT9t1dhQ,Jesuszzs,656,I,146,122,False,False,True,True,grandmaster,14/03/2021
NnAwcujyWhDRkflix5pGxhkycqzgxpBmx9BYOH-Vn_PnXuI,TOPKING7,377,I,155,136,False,False,True,False,grandmaster,14/03/2021
E67JVHaE72tFW8dd4EkUdfxbyI_gHmLQaBnp8ksNmudSXmg,JotaEmeZ,609,I,207,177,False,False,False,False,grandmaster,14/03/2021
miG3lCg5tkQ1AEYA5bUVWgYBkCgtgDzU6uSBFJFaWmXwMA,Ekihd,372,I,157,153,False,False,True,True,grandmaster,14/03/2021
hawKc4XhpjPJre1LPWmjVg9gm7BrQx10FSGNjNIqTNQE6o8,Nyuwn,379,I,55,35,False,False,False,False,grandmaster,14/03/2021
cLFD-51r-5D974aOG8_-1J2zcqN5YAC7TmbGEgM_nng4,Zantins,401,I,101,83,False,False,True,False,grandmaster,14/03/2021
