,id,accountId,puuid,name,profileIconId,revisionDate,summonerLevel
11,eIOZGv5-mg73osMzfC1nco_evEoVCnVyE7J2gv1gr03H,3KVhpassJ1XXZiORU1y1jw1D2FMN_qewTC_XqXe8Kxw,cOGLoml8e0wkq-acSeBGUyqG51DKHke1aOEH5usGEXXGoWSNYQmF5m3AKNMby-UDCEh1WoFRt9LNmQ,Goddess Banana,3836,1616338896000,442
12,VoOrrmvNgAgQrjMx6R-UMRgvVGzBQ9k2HD2fWBMh7sDFzw,StVxZPULnQ3O69tFXd0xy0MP39V7sTgeSadDDizPYcUppVU,BYrWgJ5vQ4n82eDFwZATgyKRBx4oYddzHr3zzotdmp__SPo5Tnh4cnWZgwg9fOA76FCieibZ3t4Anw,Cabun,4652,1616701058000,320
13,D2xJWxeYs_hBW0C8-ADqbaGW-EVuipdwm8zAS5BPD2SRPA,bsIMRq0vmXah7CViKVEs23H1HsUUofa29OcPhxXcjZQ9Zrc,rYTMlEMECEkQAvWVjcDr4SEi5eskMdlGwR2Zg_hvNfvh36JFUYFS17wG437_c93mSubhrHkcK5nNyA,Públio,3147,1616816169821,522
14,A19l6q05HO4OE38HOHE6YWFgUNtlgliKm__ceV7mR9xrDQY,n9OF86QyFlOO9zJL0SUuRATfnQhY3MT-bV2_eCSzrYbtHJU,Oyp3RE4JQnqBPJMKDQyESOonSJ0MX34m9nePwgK8-2KSaaTjF-Q2voDpydCvkIYl_3hbYZtASk-UeA,olá eu sou drake,1636,1616858575322,433
15,PCY0A4yLvupZX2xr7b-yAgvVrG9cpoNWjD76-iOqv0KKiw,MWpOOwTfCChXWB9fc10-3VWi8r6MgtkkL1KwlQCJJNg,sMI57035BT8a1_YjK-zPoVV_Bf1zV1Qy7cWR3IyolWF36XMMm8Ss3Q-Rfa5DE9bmlYBgC6sI2W0g-A,Mamba Mentality1,505,1615483252000,114
16,xTZUjzoFD9cjEs9xueR3tVPuMr_Xv8ZWZhb0tVOB2hn29D8,5YV2Hsy9AeJh-fkGUka5sPLMv4SbTAYwO_0rd2ke3umkGTE,BjG-4gSQAjyX815SMLbrHgjwtMv8uPSILgnQY_JICUQ-cWzryqKexpQ46Jif10XapcZQneRurhXgww,bolo dê coco,3888,1616357973000,145
17,AdJsTMcvO_5KHaMepzF_0ePeqR5ZhByGaSwaI2qngyexbQ,mpWxiZCK-WnDQPzZczq1lWYQrv7lcLfKWqmEBA0_wCr2QkQ,00sbdIVoe1UIoTqjg1HjKmI9pgjei8vLdTob2cC4p0ozhwcDjACaBVk4CYOEIgC-hnAacixSKFV1jg,Mito Supremo,4736,1616804372893,508
18,qpUUIjxa6pISDsMW5_roQMCKQEfEQCcsYk-d94IMBUq2cA,xAXnjuLeMcNAtwP0VP9HNXNyIHCsTUgdiYKRe3sgfd8f,iIh5ftvChjg8vanOCGk0Iy9JI7osZrMkHlJ6C0Vsi5R1nOttmhjJwV6AxRUY5D-DFQY3Hv0E_LV15A,Yukyz,564,1616605621000,228
19,XiVFv1NqMcy4WewQJZG-Tf35UeGx_ovyCz9rGGnmeSH6rA,6Xbb-EwjU_zeRFfc9dJFtPPxsxVt1fYEdFgz7TUlZSP8flM,zJGX_cLa1k8M3b6F1C0T0pXTTNxMtUAw5hojhOaLQpVfBo75I8WpJQ1dD4wRVrVHtQhlBiGuQa5qCA,DinoSaulo,4570,1616800673949,570
20,8gSyLzVdep7QDxUHhUy46WpNWQ_Y6S8cxkDXjpKAJ-9N0w,dGKlf3Ml3Q2y2p0dmEuJug4ZL2S3vY1tKK15aLob1cL4lM4,26L0fd94aLi65zh9B5h_jpIwAAeAcdy-XG1OHhQnosznlCDYEtI_T2klLmWeiPqv_yauVErgOAKwaA,NACH0,4417,1616776834000,319
21,MvCzYh-pePx_C_MW5o1RiJm1EYZsL4X-l50PvqxL7PANuGA,2eiPSNoMI6KTvAh7UrqncoY_lfVRogV8IXZME9FYzq4HZDY,xMpCruNbiGt7Oj8aQfOqm_OjTHG7nPzkq3kQo8FqdKuv1GF_EVgRkOGirA8Uza2h9XU8cTsuF6ad9w,MonoPykeManiaco,4065,1616344509000,567
22,C4FjMf73vCSIO6MLPLfCK3ee7ZmnwlsBwPVJqUwKKveGq9M,ow6QNelbnN11P5r9rz7B1Jf14WeOk8W_9jS6dft1KEEcP1A,glEKN4YPaFvZqfa7KO16isIQDGcTRP9W9-rGLqKjnqPkcRiFO6sCG2nldw14ttxfMa54UzZDbrzoTg,E T E R N U M l,1226,1616680471000,360
23,BamS1J4NScpIW9ywDtxWO3ADKOgPhR8qygTGVIqqCbFZaA,pxfOeYWv8OqouSONQJv1TShV2svO41aQydVz6PKwW4wfcXM,9JjJXLd7rq-_1zzSUJODmHAwtyZ6t_Z29aF9q_fV2QuJhOdub1x_THZi9RQrij_0RCzp8mAg3ejrTw,John Paul Jorge,4897,1616827477685,164
24,ucLxYYOau9DNLU9DN6bnSmoLUcH6Q-p7VSydDiTPb9aC,y0AML683ibqkMfR_9w8fmDCd8m4LG6c8izcNeSQVFBY,7r7v5UKOxWjMbuSJuq_cJNOJDusosEBra2Q-RRm-rw_M0Cs34pf_kZHwW4-ZcnSIu7Ndm_ufrCo11g,xs9,4624,1616529790000,283
25,ElOk2dc-zfVeob1P-cJXz4R7MtzDk9tFADU8W3vDEtyKbw,hkjQnhs3rtuP9dvkB3f7HmnwrPyUp8iVgXI4CpEQQStU,21VqVag3BwRz4-o-NbERDsqpBX6rf2_KZSCXux9bxHtFYfDXdCgP7BTODOIwNGA7AaEk0G_5J7KpFw,7HEPK,4065,1616583900000,371
26,L6tRf-xT_MtLih5Y4EsbwrnnVDQ2rW6IlJpeq_6WrU2kUws,0xwkU0iAePqJMWyDtwdAhn3GaLaFB6L7ebbloBEKp24sw7oenJTMhSc1,870ngHBV19udy2s3GHxG4vRi97ytq9yhSwLjlL8EO9j8yBZ00UqLuQUVMzXa3bXWHQCbVRPL9_FeJA,jiy,4491,1616380411000,169
27,14ltBfPCPYtHT0cRdcAB0FPTDklrS5OmVQRuxbwaitXCYw4,ROJr3zjQxePXJbnnIfHSzHRLYZPp39crgZcC7RYyO4a-UEk,iY7Px8DTx44Y3kyGdSJkJg-lOXZUovjpj3uwJ8qSRz_XoS1QYlqe_R_nHjVgBUSXQjBZx7nghyU9KA,Biólogo Malvado,4896,1616669380000,600
28,Z1ucxOlm18fDLqvUxJHyHhGbfnwF0ny4nHjrwDjMcCmpX6k,ZRl01Hv7JU4cykJjR7Ffs1rtXmUZeMJRjxij9L_OCSGGAjI,35oQVRnc_qepvUwltnoNHDp5Bc-V4S-_chcGvXhpPD5AZjTjHqQwzncU95CE0II5HTB3of7cOh6Y2w,wueur,26,1616404945000,419
29,EqFnorTschnwpZfZCWjhESuHZ4fgNlDvkr2Ql11Yonsv_mU,blAStAxV2UdTM2eoYI9iY-Sa0YgOwPu9Q_fMLlp0rYAjuAUQJOQb76ys,QURXYOEc9D3Jcf7IEjc8TdJBvl2HW0FjSqV9CPlgt1KnXeBf0mIfJo4OXSy9V50HxPvXh6SrmvYYWw,Caiuboarom,3523,1616796775324,75
30,BrZcytCHcyemDlnMa73B3my7Wv6bC_cCo6M5jekGa2D7S19rsT2AE6LNOw,e07tqltzvDS58KEDpA3mzyHpkLhFUGPvsx2d2QrLQRcjLVodBZ7dSJzM,JwPnZwIDXv1a8Kwjv5R9Vfi4h8QvUtg66FI4kq_GE2sYUjpR_vZbfUdSzW0aOeokq3kRDssNkiu0aw,dpm fora da lei,3545,1616681946000,59
31,IwhZml5OfOAfI4mb9H3cAsZM_YtlbFoAUsyn1Sd61rSzFA,F-EaRhlkXj8zac0iB6x4YajrS1xf7SY9m8IlbD5KlF05ON8,OvIKSBSX85hLk6v3Uunpdw744OEHmiCLEhwCotKiRLpqGSXkXvNLubn_jf153w8PLtEXyFG5dwJrGQ,FNT Soweto,502,1616629860283,317
32,ZDjY4_Gu3EIHVZEliN1yruej0HwHKmo2XZF4QXuvqA43ijc,gUXsEZsXrgusi_5E4PSGCVrocR_yPa0fSx49JVyVV3d_4uE,BN1AmUlHBbuGiRCN0Dux3y0OkHdixcIFq8HbBDWuezZRGKX_SHv06eWJXZO6ZRttqx7DzRh_ifBB2A,ggggggggg,4,1616680705000,203
33,kR8JvBnHOO-p_IqLv5SiFCpJ0LGsLaj6MThbQ6ls9ha4gg,fONIRJs9nICoCy-YGz-YD77Y117MLctloHOEQ5g0RTHZNL0,VGrL1OZGlQTgXFfBKQ9LbisjXVNN4NpfTXrc5ZfNge5wyghE3TL3ey2NrS_tQBvTn6tIT4xql99JGQ,zed99999,4802,1616823144602,605
34,Lnj0F8tf23NHHyp-DGtjnmFZWuYIqMIKP336GJSmZjofNw,b5QcS4N83sWqAU8pTgXcIWNG_KeLx0tB4UGa9C3-EzWC7hk,BdWvyExU08bW1x1o0ab2VjPL8gRv372FqRjWNKK_hlfuT-0Ueyw5tDBj9hfOKqdCWbG2x-YgoVKo_g,doomed acc,4764,1616680471000,150
35,tcKKy71v2PvYta6U35oZf4Nc9TOGtsEEYY9BlhWdFo0QFw,yfBMuxPLwCUdKWoPdxY_Mcb82fDWr96q9dgBXk-d6UQ54gw,HgrVcjNYzUNHgGPgdOnJ08h15fDzX_Y9wFf58GenrGnbavXjvfYT33yqDdcsLQy4GkUfXJgL-sHQgw,snook1e,518,1616705500000,421
36,G1a3dQWyd_UgJHnyoTJL5aJmoEgV6GNXTidesr2-45PgG-4,_ErtWDQE9eso2djzTRQ3li_eEm_WsWcxBKQGgGScF3io3ng,Ks5_IsTTjqnmx3KEr1ZdIKm_DDhdyA_--2URaza00VRWbTyNUjUUILOvH-goX2xkubIyF7jdN2ihVw,Portuga,906,1615824414000,286
37,NnJewStiNXSZDJ3luq6rtWYc4pv6zBC7pgWtVCNQEynVdQ,dhljCLpF9yZsymsLStoABrvcgXopfuVPfPr2kFUgH7yn-Ns,lvK6StarW69MNjXJpJamTomYE7_ZROeAUC64G_EJugagtTdTQF5fj-82dnc_zt_xbv03Fr5cITfgdA,twitchtv sonyxw,3840,1616756643000,219
38,iuCn8Q8SHTpWsd5gz6b-Xk5n9RgEI-ILqcDgi-ZfyeOt4IM,ddHBLQjpWb-crwfCu1rcYUAt8OV7UgJRTH2mNPIeUEn4keU,TxMhGiH2z0js89VT7jg3yjCmHMPHue1PaJ6PkrkvIB80Ht03NqXijgO2D1Xua-sMV9ijnc7QyZ0FAg,DANCEONTHESTARSZ,4863,1616677233000,148
39,p7auwRrpQLJtEvnhzya5x2Chne57-fl4iuhQKJ6TOpwG,KipXGIZMdVPtmbHaKrbhn0pp8x7xc9cidGvcR49c3mw,0xqdsXuXCFhB_-hFzx77uPKOcgQE8BAvQSLrPxaAoXg59mpYs8e1472qgsgB7zBIvRc2Y9FlDfoapA,danmf,4745,1616672791000,374
40,yaNhQjITdsi3mon2lcLOxFXw-kb7cjzKijLn5CwrhHDCcuI,ztyHGuJxENcOnxgrvb-A_7rh6mAK68k-LrIeYUnG5bKjkNh5VXhztB5C,QOshhCBIF4uatAOcr5F9BCV6Uc6P2sPZVlqXQuc8thEP4my2fxel3LonG5Klowk-oK89P3e4gVefYA,Caitano FA3,7,1616487137000,107
41,ZT8PNIJ09MRNoZIJJL0NedaPYEG1hujTmFUOzsQLNsOH_w,5sUnBvQOK8_GeQBrzZgmH27rDLH4af6Z0m-1d1GBQ-yB-7A,gdHCKivIPzIiy8zZsATeONAOAx0fKFY_5WNXHss7F6CQCdw0IJQeY-eDKlUwKvjFpYF_AJpcJ9bACQ,Nyu,1653,1616754309000,363
42,yRScMng_FRmBQdWWTKzcTKB0cy7Srr0M6d17hzva9fA071w,GpRhJmAQWhxW71ZX8lFK2xm2EQHeI_TjYFA58SQz77jYbYY,C0iw1wg2uxt9RQ7zeruHYEbCP9pF-4WIBdmvt26mLUWXGvvZSju4pRla_pJV7XsexhxiFzHi02cV0Q,Liritus,4902,1616821884406,652
43,d-pqlHqgMc8ezovVstwzhP4eastUklQ2jFV7aOZovTJ1DtU,QAxk8TLlSjUPyR56qCQoP4BUlN7fA-C1irtDjq5sCrR6A3KtOlUjgheW,w7W3EnTF9Hs0j-UUq-ldDkm_Wgey-QshfWh-bbKY-r_M63Y1cjlXU8D9ikUMK3fECpwM-swBzpUVdw,T1 Kêria,4834,1616200194000,87
44,hpqUjgheTJPGqwuu4l3KbDzVqTZafQDENy_BHNRp07RLyA,8bjFxthUseKTmmDb1uyu_nTKHMgy5u4FY6ab2WKZw5Yuup8,7sUdi7iCvbyEQqrWW8zH0_XoWtKt4i6p-L1VMz4HDNJRzEBidDhzkoZR2Q-xn5oqu4xHGiXLBiiF5g,Kovaljski,588,1616535725000,266
45,ST_qQ7hETtKapj3bjdsEBx-zI1Xob0r9Dv9o_wF3VyBD448,7mB1rBUEydR-E3znQYR5Oz4NUIG2OEhMNXVRVHE-y__J8jLCrU0Wovek,1A5AEb6HKiiuHnCG3zwoYltlLkWT8yPq6irdV9K3AhRi1xfx4HB-FsGgB5Vfd1Od8KJMuqrbwCvStA,ZotalenV2,4661,1616167022000,133
46,Ljzz-HyHQr-d3KUuPOKnA5r771R_A8pIO3LG7e_lZFU58Q,Xk8nul9Udjv19tCZrC0dtZiSLMsUcEkLzpE_GH0XbfR0fL4,MKTtFGqvmPME_5dNOxuoFlDPtuSslpTLaNXRd0EFu6VSVDR23QixsmHg-n-ODclfzxz2lBVHiJ9FjA,Tinvitor,1114,1616004292000,213
47,Uw38OzXEBrPNaNKLFBElaeghaUjWCl-vEuUF5EOJ1u2QWQ4,FFKjGFX-hSkwMLnE8vAO_Kj657VPJsHDHMEThcVRXwFk25s-tn_IwwR1,GCFbNuyv0RKQ0sUjjY0GR_vFbkplInTicq17SDM9sYrxCvKVqOvwVhnIpn3NNZE7PfcHNjOdHwJyUw,Strënsh,7,1616256202000,50
48,z6pRHmj_wINsh6y9e0Bk_jhtqqmcZvWXGs403kRTTDzA2A,GkvTKnGIoSMibj1E2LPBBj1l8zXPAFkJIZYCWkQ1NPJV,cNU97AJ5hTU6WAYjU0dlwchCOuxWsFZI6So3gk9ywS6NiN5cc0mhzrDABEJqUyZIBxtwTzG_r9xTgg,iqowdjqwdoiqwd,4270,1616591075000,106
49,q2MvoJUxB327m-ldV9OCbiiI1dktHe_b1yQ0PwJcCpzf150,Uirvva0_3MI5bJpPeFu_XWcxKeIXLZnOIXQLpvEbXEaBBYqX3tIbPOQr,W5Z3oeQcMmpY5MSn_D9rZ3VCs0tzc8m9NJCPy9bmRjxD1qZ3jNr8wJRtwepmVAqRdCeg-Mmau4ryjw,Letznow,23,1616603712000,122
50,UoX5xK08ditDgGOv6wDlPxMWiIHw3Lg2-WXQyMTDDYRL0A,GE6_XXduCTQJ0P3NBaASjLodSMfhcPoPWcTPODJ9L_OtMhI,PsIUV3_A_cMNzPteEIz3DoTgBoPMDfZfA5bHd4ACPWMw5owLsCU3VFaRgfgwg4s1qj73n2FW58pEiQ,1998AD,4532,1616678513000,292
51,ygQfTA87bp5wrhk5epMUdh3g9sGSOARxOJbJvuv8kvx0q7E,ITKuu3r8ydt4UNKiUoyEAMmCBBzFx0ZtaC1B_dtzPsvL36Y,FdL0NQMlgvJv5xbbWFUZUovOOI9Pg2U5TAdOgJX4j_PejmyQL1IEGD1KIf5C1oipZVSxzES-HWyE5g,Derek tsc,3376,1616805598220,298
52,RhTQtaP_vgHj_i6u4YZP9vmNjjf9VdGEa_oyDbJKCEHyQxfmmO8nLtSZTg,2y0jYhQo0qgyiZN-G5PC4iD2UA2QjFHo1c86N_24aOwaVM7ZsU3HUGmo,EXgE-EYc-Wbrs48xTkCBEY2KsCqQXV0kwCNs5gt9fYeKNUM5UPFqVmvKyihCziWh5AlCoEkzq6KB3Q,Eu Sou a Aurora ,4413,1616585111000,89
53,Dwj3oDnfJSt3iURXRxHkJcVOMlKz2Jvs_NfAc2_Gx5-k,V674j0uav7UU6OzYKl9tqXVZ44MiQN3Z5jLPLifpvEI,FTg9_vKnGTPd99xcmwU6qHv2yG3EEjxvQqYel0w7HDjYeBCPhFrBvheSbWv24odTaIftxDnoMJQW9w,The HalloweeN,4826,1616863995247,209
54,Gj5bWDg-xBbB9Zu0Dijc63L8bfJ_zQn5Jmp4oPH465mOT14,HQH_LK3WAH1Twx-38qww6WSOR9mFLFyR-_x6TDlCj7Kd4y4,EO5GeEb0rjQweko2UwPEzcxgER2UTCPsKjU0URTVw9YksHPC2bUwmRcmCuL5COp1CRa-Ta8aQ1leTQ,zay,4840,1614940419000,258
55,IlPngyvzAHyo5Z9Rgp9HI3Jhaic8ZbSDCVkyZP6G5yMhgQ,isAgmm1los0UgKpn5PCNzRyh5VC1yT8pf1R3u39OQBYlKEE,z7_SH-dtwu-KAekNz0wlBZxkNTFpXF4A8tmkNhcRQQ4CE4ArjP3C7c9Wkbhy7h44CBS7o0qeb_8b8g,QxQ,4896,1616798606936,552
56,gNjyI_8HMjbtT_ectut9kshZvHQgvELWJU_fCmx06UbT,j6PycUr0E3p5dbLCVYuCsFq4SzCTUxViw3bGgrM0Y5o,6qWZZfaPIMXJG58BoKz0BHsNQrAxK6ob7atJFf_W-6Y34tr1fziM6cWe40bWrwKZXK07ih6UnsnPbQ,o Gru,539,1616822702620,267
57,u0ZLNcp9GkJPbc7Eq4BJvpqrmv4rawKcRgl_TJpq1_1G9odBKGhYTMc5Pg,C8aIJexC6n_tRPGTIUM9wli0R5orwnFuFWUHHjFaN7iCXk_t-2IzT6cy,W8gKxl_BLeD39qmfKhn_QhdtMGQtXP1oFd6CAWvKFcT-b_Q4V9pMA9Ge0U65PIEvXygm6fq5ZMzbeA,HoIy Wars,3184,1616657820000,41
58,7EKI7QrYHuYW-o_CK66x8cEnAsL-c8MG4XB85Cwy3Uf_W40DPz-ZihkK7w,TAojG6NVOB38CgAURkBA6_zxOFF2QjKeBUTeXts6V76zathRgMMwnvYw,GCQv5jH0lPpxKX7qX-QZL9J9JC32MOrgTg3lxY5lmuWbS3ysZs4tXqRVuLLK8I6CvxU2wZ_M4nzX4A,Vivaldi Spring,50,1616777196000,46
59,d3rvMCpO95wYTIo1BKlUVrecq9siv6dVe7d8L6eVEX_ekg,Uc5fA7W8bHbG0RxbZ5wFUy1Xbqu7eMMQwOgxrdr09rs6,ZcZGh7pFA7C7ikFPrxjFaRD64ptDqPs5dc2_rxTYz_v3XcDSXLednryNL3lD3VZWyyQOpfSGRlKbXQ,FRNC Theseus,539,1616813433647,415
60,pZPCpfb02xGQdTkP4FGgUrfEsD15FsTI3Mj7_vo__gyt,KTEPxkp-wKnVj5_Kd8Sl1AgofSgK1zhF_xH_I0RaWfY,CMb-jEjeIDVRC9T1h4Nw4Y22rm4Jr6beTsC0a_Kta_YJpMNbqb-Btw38VOXf-Pw39gkvSrGNwDW3xw,Dantrk1,3002,1616617530000,292
61,X2DaXC5DuIKPbdpds7VaaYT0Gh1OgFqRJ-p3WOg-ZrqepA,CZMyVCyZ8iimW-HB7R4aQkIyabR3C5mo-M7_lDM5J1DXsH8,eyJjzPdx3yuXG9ODUOZRviIyXAkRTrp9VrVwA0H_GXJPRNc8djouu0UoXCZaGhjWvwCq6rSgdPDo6g,Mestre Cansado,4417,1616461159450,595
62,vx5BE_QieNoJtv1r7mc3zUpaQJhARuF_Xz7bbYQgByTYCA,iarkHL5NlGd8C7aMdPcxJB5CgY1xR_TcUH5vl5Z8x2bQ5cE,nsi3fluza0uPrc-C-rboB2ey-34acSHg4fS5D8DsdzYjanEYK7RvdK6zVqTEJgo3s8sTWTLli1-Mmg,TheCortez,4306,1616533179000,268
63,-KWhKQYh0TFOyfysqF1yUJraa-DT8dy5v8oXfypd4RIBcb-EoqQwBrxpiA,R43CGmRysnJ7S86LMxv6uCZ4NLGs8_ORpkDlr4yACReXBy2a-X5mGu16,2ijI8kOEDYEHrUt6wySOV6lXD50vgwzUfGxQzUnKL_mteb60XggJB18jqx7bHkHW7hVFORdDkFXACg,dyNNNNNNNNNNNNNN,29,1615293199000,42
64,oN4QmMivMfd0EhYKchw1J-IQZ-E7c5LBk4xAseH8eo7y1oU,SDubz6nKmHykLfAeMDE9QC7ls763ZK5Cw9Dx1F4OX2Q1LP1bWv7jhuAp,B7wFoH1N6Z3tqdcf1w0Ym6fyHxX5sEc-9OTDMcwySvzD2Gvbe7L7Lqi6aZGaLc67mZVZZYw2c-EjKQ,Congratzs,519,1616335001000,59
65,RI3QNzdO7pPeuodTcBFzWzQF_bp1luydg1Tnc9fhMN3O0Yw,EM1g-_0CIPF-sk0SaUDgm6yPNMe1lt_DtBW64FZjU_sIK_Q,2W1UCmzqqB2pW0OTyed8b9jPOwOCRGOBs29VMGBXcDYZMH9TU3c3X2tOsJhQ7hwxvoZKh2KYfnrLkA,O THRESHÃO,4864,1616664040000,288
66,9H4dscGZgMcWhBUB9XQVUIVuzvPOhwPCb0ecPlKuuBtj2g,v-lKc4dAksEWInNKntvBXWOYN2O7YyXQxXFO6BlSZaRw0u4,xxUeCkImofjmNyxHQnM2ZsFuPKluS6qc6O8NF14_v4AaPMXQsIIg5goH2cvb5M0be3zmnrNj4PWY9A,twitch gubri,4417,1616750391000,539
67,WGzKTp8tZieCTBOXTmFFQgSaWZEBBsccIN6bOJReriIgiw,6o_qfXE_Gy1zpYYYdKwi7UHFa-HgdOBm_G5qKqlCaWnVL1w,-5AGkjpVHXWC3oDXDdryX1vRRXXNlAV_PfMOdk4Mq0mgrZnv7EVJs3JhV3FhEYsFTGHvHoUmfoBB0g,NYX Lion,682,1616814901471,194
68,pEsbprahbZR2tRlqXCjhiG_XGsuSnpISa5wCiSkgk2xdWQ,oJ5Ozb8CXHuGGrEgVbif_VvtV6-oN1q9EPxL6kjv5qqFGGw,JDxZ_MFyeGZtjGAUeQSnxxfFpySziBc4Rctsv6QTBY_fQT5hWzaPh28NliaMJRFTwla6fIa_l20NHA,The DarkDivinity,933,1616866306348,376
69,lYaJN_WzPwgZi2KBGttR_Ow80yEIyceIRnspPFlzu7f8BoiW1NLhFLyiQA,QQGqzJ6LHopHJQOrT2i8bZWkcV7aB8ODZtwO4emC8KQdUpJ6i88wjloS,edvzgijLNbPY564LVdZDZ9EjsZkRlW-uRmiaKwaq9UvCkYvellHxqXfgBKA5zqStZ8XXGEOqxyxcxQ,Mec99,7,1616758207000,51
70,xkKsczUVXoraZlTnwnTjZpxJ8bAPfS_BrU7Q84XlWpMuHQ,6BM9eDIUXJRqpT98jluab1PFsWXtLJvEGHa_utdj61jn,Od8P_1Nt0g8G3OGmxpzKRkt6uzyDf8kGqJ72SaXrSXlBTQx-g2wAh7H9eDNLrTtG5QHnQuCT3B2yvA,RGW Renanzinhooo,538,1616796775324,511
71,JcsKTq_b6h9VIQOTaQUQ5arQXFL78Gu1vxS6xwdoGEaOC3s,6VWcGezvYVKbxyzPGSN3f1XA3Qo9xAEBTPAp_2wA1bU7BypMZCHCVkys,7QdBXQGqGFvtTs0kKcNJ3TGbInp6uoqLkwetSpD9JR3z51p3zIqCb5-iIeMDmCsZZZQJ1_Os8rcXQw,TomnaM,3379,1616504904000,157
72,UCB8vsJ0CXkL1pCBIhB-qVBDzPmkJtgcr9b_2rBNv0V8NCvowJ_jka51wg,soOMmoxcBfElRXqRirluC1qUEuamnqSit_7y997YNa7HGaa6dxxMhFnl,lqbtVwIw9zb8LuU2R4WFrqRTKyGWASmYga1wM_mz4XqmGA2R04y2pEWnjM8V5e2qnKb5Pku2Oq3-1A,go step by step,29,1615027009000,43
